"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @UglyGod: Depression is no joke.",FALSE,0,NA,2017-09-11 02:23:17,FALSE,NA,"907066990732308480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harvey_leano",7392,TRUE,FALSE,NA,NA
"2","Even kids who only see images of a disaster on TV may show signs of #PTSD, depression, and anxiety. #Irma #Harvey https://t.co/kjsrINW1Kw",FALSE,0,NA,2017-09-11 01:37:15,FALSE,NA,"907055403531370496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lanaDC83",0,FALSE,FALSE,NA,NA
"3","RT @hn_stephenson: I wrote a thing.

https://t.co/TVXHjHRJ5C",FALSE,0,NA,2017-09-10 21:16:05,FALSE,NA,"906989681514094592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bex_harvey",1,TRUE,FALSE,NA,NA
"4","@bryanbehar I'm a mother with depression for the loss of my son, HURRICANE HARVEY trapped my daughter  in Houston a… https://t.co/28HwRhVs04",FALSE,0,"bryanbehar",2017-09-10 19:07:19,TRUE,"906394257891536897","906957273435484160","1612067526","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cvdv8498",0,FALSE,FALSE,NA,NA
"5","@KEEMSTAR No one cared when idubbz made fun of cancer but suddenly everyone cares when ksi makes fun of depression.… https://t.co/f2tfp8kOAT",FALSE,0,"KEEMSTAR",2017-09-10 18:08:27,TRUE,"906938045122973698","906942459892117505","872683897","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","_Harvey_Collins",0,FALSE,FALSE,NA,NA
"6","@KSIOlajidebt I hope you get floored, never make fun of depression bro",FALSE,4,"KSIOlajidebt",2017-09-10 17:34:19,FALSE,NA,"906933871211630592","266135518","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rian_Harvey",0,FALSE,FALSE,NA,NA
"7","@authordjmartin You stay safe too! Probably just be a tropical depression by time gets to Jackson, TN (50 miles fro… https://t.co/PrwAXWSOkY",FALSE,1,"authordjmartin",2017-09-10 16:01:36,TRUE,"906887002167050240","906910536821915648","62598391","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThymeWisper",0,FALSE,FALSE,NA,NA
"8","As I return to work full time, I used to call it school, now I call it work, Harvey w/ its costar Irma have my depression in the crosshairs!",FALSE,0,NA,2017-09-10 15:47:33,FALSE,NA,"906907003125149697",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sirlord",0,FALSE,FALSE,NA,NA
"9","Why Do So Many New Moms Get Postpartum Depression? https://t.co/IYBPfP2Yn3",FALSE,0,NA,2017-09-10 13:30:08,FALSE,NA,"906872420425969666",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","AudubonHealth",0,FALSE,FALSE,NA,NA
"10","Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 [00:04:14]
https://t.co/6Ar94uxVi6 https://t.co/DGlTk1LNWx",FALSE,0,NA,2017-09-10 13:01:04,FALSE,NA,"906865105870180352",NA,"<a href=""http://xissufotoday.space"" rel=""nofollow"">xissufotoday</a>","xufospace",0,FALSE,FALSE,NA,NA
"11","I think I have post Harvey depression. <ed><U+00A0><U+00BD><ed><U+00B8><U+0094><ed><U+00A0><U+00BC><ed><U+00BC><U+008A>",FALSE,0,NA,2017-09-10 07:49:40,FALSE,NA,"906786740647723014",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HaleyPingleton1",0,FALSE,FALSE,NA,NA
"12","Maybe,because I have depression.",FALSE,0,NA,2017-09-10 05:56:10,FALSE,NA,"906758175444967424",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","Harvey_AI",0,FALSE,FALSE,NA,NA
"13","@popup82 @Bitterchick @Hate4Y0U The Gulf is so warm RN that there is no way it doesn't intensify again. Wasn't Harv… https://t.co/lGYFPzSi7A",FALSE,3,"popup82",2017-09-10 02:19:02,TRUE,"906690980035866625","906703533390655488","111248362","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NYRKelsMads",0,FALSE,FALSE,NA,NA
"14","Last time Harvey and Irma were around was The Great Depression. Dicks. #irmageddon #hurricaneirma2017 #HurricaneHarvey",FALSE,1,NA,2017-09-10 01:53:55,FALSE,NA,"906697211324530688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KingJasonAllen",0,FALSE,FALSE,NA,NA
"15","Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 https://t.co/LCH7OGXF2L https://t.co/U7yV7XVKGh",FALSE,0,NA,2017-09-10 01:50:03,FALSE,NA,"906696237239250944",NA,"<a href=""https://buzcast.com"" rel=""nofollow"">Buzcast.com</a>","OnWeather1",0,FALSE,FALSE,NA,NA
"16","@vinceguerrieri @Indians And Hurricane Harvey was just a depression in the middle of the Atlantic.",FALSE,0,"vinceguerrieri",2017-09-10 01:35:58,FALSE,"906690304069304321","906692693954318337","23837975","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoFraOhio",0,FALSE,FALSE,NA,NA
"17","Harvey &amp; Irma are Flattening the US economy &amp; Future https://t.co/VBsOtMrEcn 
Irma &amp; Harvey will create Depression… https://t.co/33YmxXJf7j",FALSE,0,NA,2017-09-09 22:45:56,TRUE,NA,"906649904633618432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KirklandTony",0,FALSE,FALSE,NA,NA
"18","RT @JFClaude: Dr. Max: How to spot #depression, #anxiety in hurricane survivors https://t.co/q80sRHiZbl via @9NEWS
#Harvey #Irma #Jose",FALSE,0,NA,2017-09-09 21:37:39,FALSE,NA,"906632719265943552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LGBTQMH",1,TRUE,FALSE,NA,NA
"19","@photoking63 @Anncostanza1 I know. And we just had a tropical depression roll in at same time as Harvey. We're satu… https://t.co/yci2owTxpj",FALSE,0,"photoking63",2017-09-09 20:44:19,TRUE,"906619036024410113","906619299271503873","2317372791","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Brookumzz",0,FALSE,FALSE,NA,NA
"20","Dr. Max: How to spot #depression, #anxiety in hurricane survivors https://t.co/q80sRHiZbl via @9NEWS
#Harvey #Irma #Jose",FALSE,2,NA,2017-09-09 20:26:59,FALSE,NA,"906614933944664064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JFClaude",1,FALSE,FALSE,NA,NA
"21","seasonal depression<ed><U+00A0><U+00BD><ed><U+00B8><U+00B4> @ Long Beach Island Harvey Cedars https://t.co/97xIBNRguE",FALSE,0,NA,2017-09-09 20:06:17,FALSE,NA,"906609726582128640",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","IzzyHuzar",0,FALSE,FALSE,NA,NA
"22","RT @SophieT: @Cobratate I'm not sure anybody would want to think like an arrogant dickhead like you. Depression is real, just like your unn…",FALSE,0,NA,2017-09-09 20:02:33,FALSE,NA,"906608788718997504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","harvey_reece",12168,TRUE,FALSE,NA,NA
"23","RT @andrewwulfeck: Model consensus--somewhat--grows with both the Euro and GFS. Watch #92L grow into a tropical depression and/or #Harvey d…",FALSE,0,NA,2017-09-09 19:39:05,FALSE,NA,"906602882602070017",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","C_Coolidge",1,TRUE,FALSE,NA,NA
"24","@docdhj @zerohedge There already WAS tropical depression Hilary.  Irma should be renamed 'Jennifer Lawrence'.  Or m… https://t.co/3VmJfCqqFF",FALSE,0,"docdhj",2017-09-09 16:15:28,TRUE,"906192885036568576","906551639900913664","23317891","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","InfidelPride",0,FALSE,FALSE,NA,NA
"25","RT @redbookmag: Adam Busby From ""OutDaughtered"" Is Going to Therapy for His Postpartum Depression https://t.co/tnZEN8INN6 https://t.co/AXoI…",FALSE,0,NA,2017-09-09 15:39:09,FALSE,NA,"906542501934387201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rawrritslexi",18,TRUE,FALSE,NA,NA
"26","@JulianAssange The 1928 Florida Hurricane was the catalyst for the 1929 Great Depression. 

In Dec 1934 Texas had a… https://t.co/aDv2GNwzEf",FALSE,1,"JulianAssange",2017-09-09 13:00:14,TRUE,"906481796493189120","906502505864892417","388983706","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Turn_The_Tide__",0,FALSE,FALSE,NA,NA
"27","RT @APSouthRegion: Tropical Depression #Harvey wrecks homes and topples trees in rural Alabama, brings floods to Tennessee. https://t.co/LR…",FALSE,0,NA,2017-09-09 09:32:01,FALSE,NA,"906450106232090625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dwmnews_na",2,TRUE,FALSE,NA,NA
"28","@QBsAndCupcakes The Tropical Depression Harvey effected the Memphis Hub.   Delays are possible for packages, but an… https://t.co/FXZUFax9Uv",FALSE,0,"QBsAndCupcakes",2017-09-09 04:10:01,TRUE,"906355941800640513","906369075030499331","15895593","<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>","neimanmarcus",0,FALSE,FALSE,NA,NA
"29","RT @PsychNews: Treating Insomnia Can Ease Depression and Paranoia https://t.co/LBYntFPzZQ",FALSE,0,NA,2017-09-09 03:49:28,FALSE,NA,"906363903038205953",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Harvey_AI",15,TRUE,FALSE,NA,NA
"30","RT @RANDCorporation: Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. ht…",FALSE,0,NA,2017-09-09 03:12:55,FALSE,NA,"906354705554661377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OkkiPepernoot",15,TRUE,FALSE,NA,NA
"31","RT @xGonFreecs: Me: 2017 finna be a breeze

2017: Hurricane Harvey, Hurricane Irma and Hurricane Jose, Failing all my classes, stress and d…",FALSE,0,NA,2017-09-09 02:32:44,FALSE,NA,"906344590306881537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xGonFreecs",4,TRUE,FALSE,NA,NA
"32","Me: 2017 finna be a breeze

2017: Hurricane Harvey, Hurricane Irma and Hurricane Jose, Failing all my classes, stre… https://t.co/LFxHKz4WvL",FALSE,4,NA,2017-09-09 02:31:31,TRUE,NA,"906344287377469441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xGonFreecs",4,FALSE,FALSE,NA,NA
"33","@fluffy_lincoln Thanks. It’s supposed to be a tropical depression when it gets here. Mostly worried about tornadoes… https://t.co/yS7u3vWP9B",FALSE,0,"fluffy_lincoln",2017-09-09 02:29:54,TRUE,"906343425179402240","906343879942733824","2349224755","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Laura_Axelrod",0,FALSE,FALSE,NA,NA
"34","RT @RANDCorporation: Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. ht…",FALSE,0,NA,2017-09-09 01:55:59,FALSE,NA,"906335345146454017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eric_canny",15,TRUE,FALSE,NA,NA
"35","RT @RANDCorporation: Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. ht…",FALSE,0,NA,2017-09-09 01:43:44,FALSE,NA,"906332260760260608",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","GtruckenRachel",15,TRUE,FALSE,NA,NA
"36","RT @RANDCorporation: Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. ht…",FALSE,0,NA,2017-09-09 01:36:22,FALSE,NA,"906330405363646465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jasonbarnosky",15,TRUE,FALSE,NA,NA
"37","RT @RANDCorporation: Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. ht…",FALSE,0,NA,2017-09-09 01:32:38,FALSE,NA,"906329469320753154",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PNWanonymous14",15,TRUE,FALSE,NA,NA
"38","RT @RANDCorporation: Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. ht…",FALSE,0,NA,2017-09-09 01:22:01,FALSE,NA,"906326796647391232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","aclarkginsberg",15,TRUE,FALSE,NA,NA
"39","RT @RANDCorporation: Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. ht…",FALSE,0,NA,2017-09-09 01:16:10,FALSE,NA,"906325322962014208",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Loupo85",15,TRUE,FALSE,NA,NA
"40","RT @RANDCorporation: Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. ht…",FALSE,0,NA,2017-09-09 01:08:22,FALSE,NA,"906323361361530880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ClayGrewTall",15,TRUE,FALSE,NA,NA
"41","RT @RANDCorporation: Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. ht…",FALSE,0,NA,2017-09-09 01:06:54,FALSE,NA,"906322993579782149",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FrankPurcell",15,TRUE,FALSE,NA,NA
"42","RT @RANDCorporation: Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. ht…",FALSE,0,NA,2017-09-09 01:05:45,FALSE,NA,"906322701685489670",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MargaretJCofer",15,TRUE,FALSE,NA,NA
"43","RT @RANDCorporation: Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. ht…",FALSE,0,NA,2017-09-09 01:05:41,FALSE,NA,"906322684014870528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EarthPlannr",15,TRUE,FALSE,NA,NA
"44","RT @RANDCorporation: Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. ht…",FALSE,0,NA,2017-09-09 01:03:45,FALSE,NA,"906322200336130053",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Planning203",15,TRUE,FALSE,NA,NA
"45","RT @RANDCorporation: Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. ht…",FALSE,0,NA,2017-09-09 01:01:38,FALSE,NA,"906321665054867456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Spogmayy",15,TRUE,FALSE,NA,NA
"46","RT @RANDCorporation: Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. ht…",FALSE,0,NA,2017-09-09 00:59:26,FALSE,NA,"906321112669323266",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JanetRWojcikPhD",15,TRUE,FALSE,NA,NA
"47","Experts: After #Harvey, anticipate a spike in depression, PTSD, domestic violence, and alcohol and substance abuse. https://t.co/x1ObeMmqwQ",FALSE,9,NA,2017-09-09 00:58:02,FALSE,NA,"906320758409850880",NA,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>","RANDCorporation",15,FALSE,FALSE,NA,NA
"48","at this point of life, i’m texas &amp; hurricane harvey:

i’m being flooded w/ depression, anxiety, homework, &amp; school.",FALSE,0,NA,2017-09-08 23:08:11,FALSE,NA,"906293113853018113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mythiplier",0,FALSE,FALSE,NA,NA
"49","@AP My dog's name is Harvey and he is suffering a severe depression with everyone so angry at him.",FALSE,0,"AP",2017-09-08 22:38:22,FALSE,"906268004702412801","906285612512239616","51241574","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Unauthorized_X",0,FALSE,FALSE,NA,NA
"50","Even kids who only see images of a disaster on TV may show signs of #PTSD, depression, and anxiety. #Irma #Harvey https://t.co/Vhkk3ltIQM",FALSE,1,NA,2017-09-08 20:36:57,FALSE,NA,"906255055745110016",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","KHarper_edulove",0,FALSE,FALSE,NA,NA
"51","@collettejellis @Harvey_Art @JakkalWolf Short for Seasonal Affective Disorder - or winter depression for us mere mo… https://t.co/9M6ih8B7MR",FALSE,2,"collettejellis",2017-09-08 17:18:07,TRUE,"906203142739648512","906205020017893376","18565879","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mae_mckinnon",0,FALSE,FALSE,NA,NA
"52","@JakkalWolf It's only recently occurred to me that my latest bout of depression/anxiety is SAD and I get it every year and forget.",FALSE,2,"JakkalWolf",2017-09-08 16:57:12,FALSE,"906198303779549185","906199753482018816","1965567127","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Harvey_Art",1,FALSE,FALSE,NA,NA
"53","RT @nys_health: #PublicHealth crises after Harvey: “Long term, depression, and mental health concerns linger much longer” https://t.co/4c5C…",FALSE,0,NA,2017-09-08 12:54:55,FALSE,NA,"906138780050087936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HEPBronx",6,TRUE,FALSE,NA,NA
"54","RT @shutter_hub: CLOSE UP: @MsSilviaMaggi shares her experience of using photography to cope with depression and anxiety
https://t.co/MXIFw…",FALSE,0,NA,2017-09-08 11:26:30,FALSE,NA,"906116532639596546",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karen_harvey",3,TRUE,FALSE,NA,NA
"55","@PrincessBaal She'll be a depression when she reaches Tennessee, like Harvey.",FALSE,0,"PrincessBaal",2017-09-08 03:37:22,FALSE,"905998250276249601","905998468237467648","3037504385","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AzaleaCloud",0,FALSE,FALSE,NA,NA
"56","Harvey and Irma sound like a couple from the depression.",FALSE,2,NA,2017-09-08 02:19:30,FALSE,NA,"905978872302317568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheJosephParker",0,FALSE,FALSE,NA,NA
"57","But Harvey and Irma sounds like a depression era  farmer couple from the midwest. https://t.co/K34YbXHlgR",FALSE,1,NA,2017-09-08 01:27:15,FALSE,NA,"905965724618784768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ryanasimono",0,FALSE,FALSE,NA,NA
"58","RT @Hotstover: Matt Harvey's career is a microcosm of being a #Mets fan. Big highs for a short while followed by crippling depression.",FALSE,0,NA,2017-09-07 23:45:31,FALSE,NA,"905940124126650368",NA,"<a href=""https://www.google.com.mx/"" rel=""nofollow"">crippling_depression_bot</a>","ShmupsyPups",1,TRUE,FALSE,NA,NA
"59","Matt Harvey's career is a microcosm of being a #Mets fan. Big highs for a short while followed by crippling depression.",FALSE,2,NA,2017-09-07 23:40:02,FALSE,NA,"905938741038067713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hotstover",1,FALSE,FALSE,NA,NA
"60","RT @jasonbaumgartne: #harvey and #irma sound like a couple from the Great Depression era.",FALSE,0,NA,2017-09-07 21:38:30,FALSE,NA,"905908157859241985",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","heyjdey",1,TRUE,FALSE,NA,NA
"61","Helping Kids after Harvey - study indicates 8-11 y/I'd more likely to suffer depression &amp; PTSD symptoms https://t.co/zq6E07Z5yh",FALSE,0,NA,2017-09-07 21:32:24,FALSE,NA,"905906624639918081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PilarVaile",0,FALSE,FALSE,NA,NA
"62","@russotalks Did you know a small hurricane is coming here too? Or some tropical depression or something I don't kno… https://t.co/GdfyDz5luK",FALSE,0,"russotalks",2017-09-07 20:37:04,TRUE,"905876473483071488","905892696895651840","863689794","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cole_sweeter",0,FALSE,FALSE,NA,NA
"63","Be Cautious Going Home After Hurricane Harvey&gt;Electrocution and carbon m.. https://t.co/AyfK3zRAuv https://t.co/YPGhkBvGB9",FALSE,0,NA,2017-09-07 18:01:54,FALSE,NA,"905853650597281792",NA,"<a href=""http://www.maximusic.net/"" rel=""nofollow"">ArtistMaxiMusic</a>","HealthMDoctor",0,FALSE,FALSE,NA,NA
"64","#harvey and #irma sound like a couple from the Great Depression era.",FALSE,0,NA,2017-09-07 17:57:52,FALSE,NA,"905852631859519488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jasonbaumgartne",1,FALSE,FALSE,NA,NA
"65","RT @insurancetrust: Symptoms of stress and depression are common for survivors long after a hurricane. https://t.co/vVmsIbuHW9 https://t.co…",FALSE,0,NA,2017-09-07 16:51:00,FALSE,NA,"905835805075234816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","josephasoza",1,TRUE,FALSE,NA,NA
"66","Symptoms of stress and depression are common for survivors long after a hurricane. https://t.co/vVmsIbuHW9 https://t.co/9dGn5skf2V",FALSE,0,NA,2017-09-07 16:35:07,FALSE,NA,"905831807798697984",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","insurancetrust",1,FALSE,FALSE,NA,NA
"67","Harvey and Irma sound like a couple living during the Depression.",FALSE,10,NA,2017-09-07 15:53:10,FALSE,NA,"905821250265780224",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","Stinnett_",0,FALSE,FALSE,NA,NA
"68","2017 Atlantic Storms, 1 Arlene, 2 Bret, 3 Cindy, 4 Depression Four, 5 Don, 6 Emily, 7 Franklin, 8 Gert, 9 Harvey, 1… https://t.co/s4ZuexAI2k",FALSE,1,NA,2017-09-07 15:23:38,TRUE,NA,"905813818378522624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JT_BondTrader",0,FALSE,FALSE,NA,NA
"69","@Mikel_Jollett Also, which ""same week"" are you referring too? Because Irma formed 9 DAYS after Harvey was in the Gu… https://t.co/UVoBwI3NB1",FALSE,0,"Mikel_Jollett",2017-09-07 12:13:44,TRUE,"905194157718700033","905766029296533505","594175899","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UnderDunn",0,FALSE,FALSE,NA,NA
"70","RT @KillianTrill: Bush: Katrina 
Obama: Sandy
Trump: Harvey, Irma, Jose, Katia, Nazi's, Fake News, Tweets https://t.co/HJn10u9ed3",FALSE,0,NA,2017-09-07 08:49:41,FALSE,NA,"905714680127258624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","depression_fish",95739,TRUE,FALSE,NA,NA
"71","RT @BostonJerry: Harvey went from tropical depression to Category 4 in three days bc the water in the Gulf of Mexico was 86 degrees. That's…",FALSE,0,NA,2017-09-07 05:05:18,FALSE,NA,"905658211423862786",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Keyshasays",71,TRUE,FALSE,NA,NA
"72","@CNN My experience going through 2 hurricanes and a stagnant tropical depression in Houston (NOT inc Harvey): FIVE… https://t.co/k2nYWvl8Qm",FALSE,1,"CNN",2017-09-07 03:51:53,TRUE,"905637388784984064","905639733748891648","759251","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MsPamelaM",0,FALSE,FALSE,NA,NA
"73","@growingwisdom Note the cool water south of Texas where Harvey was.  Similarly the recent depression active just ea… https://t.co/0CFZLProV2",FALSE,0,"growingwisdom",2017-09-07 03:44:34,TRUE,"905585706633965568","905637893170806784","17311077","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","donbourquard",0,FALSE,FALSE,NA,NA
"74","RT @DeeJones_: 1st Harvey formed and did damage then Irma started to form and Jose is right behind Irma as a tropical depression",FALSE,0,NA,2017-09-07 03:27:46,FALSE,NA,"905633664687632386",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DaT_Gator",2,TRUE,FALSE,NA,NA
"75","RT @DeeJones_: So Irma is mad they split up (cat 5) and Jose is sad (depression) because Harvey is now gone",FALSE,0,NA,2017-09-07 03:27:35,FALSE,NA,"905633618906800128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DaT_Gator",2,TRUE,FALSE,NA,NA
"76","@Harvey_Art I do and don't it varies. My motivation however is awful when depression hits.",FALSE,1,"Harvey_Art",2017-09-07 03:23:40,FALSE,"905389926749020161","905632635141197826","486108654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CookieSharkArts",0,FALSE,FALSE,NA,NA
"77","RT @DeeJones_: So Irma is mad they split up (cat 5) and Jose is sad (depression) because Harvey is now gone",FALSE,0,NA,2017-09-07 03:17:32,FALSE,NA,"905631088852262912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeeJones_",2,TRUE,FALSE,NA,NA
"78","RT @DeeJones_: 1st Harvey formed and did damage then Irma started to form and Jose is right behind Irma as a tropical depression",FALSE,0,NA,2017-09-07 03:17:24,FALSE,NA,"905631057319526400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeeJones_",2,TRUE,FALSE,NA,NA
"79","So Irma is mad they split up (cat 5) and Jose is sad (depression) because Harvey is now gone",FALSE,0,"DeeJones_",2017-09-07 03:14:23,FALSE,"905630060262117376","905630298767011841","234105582","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeeJones_",2,FALSE,FALSE,NA,NA
"80","1st Harvey formed and did damage then Irma started to form and Jose is right behind Irma as a tropical depression",FALSE,0,"DeeJones_",2017-09-07 03:09:48,FALSE,"905628804223291392","905629146356834304","234105582","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeeJones_",2,FALSE,FALSE,NA,NA
"81","#Retweet to Survivors of #Harvey &amp; #Irma 
&gt;&gt;&gt;&gt;&gt;&gt;&gt;  It will help you sleep &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;
#PTSD #Shock #Depression #Anxiety https://t.co/UnubzzREjp",FALSE,0,NA,2017-09-07 02:10:55,FALSE,NA,"905614328174403588",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Wonam6",0,FALSE,FALSE,NA,NA
